Id,Project,Reporter,Assigned To,Priority,Severity,Reproducibility,Product Version,Category,Date Submitted,OS,OS Version,Platform,View Status,Updated,Summary,Status,Resolution,Fixed in Version
0013087,Scribus,Kunda,,low,feature,N/A,1.5.1svn,3rd Party,2015-05-25,OSX,10.9.5,Mac,public,2015-05-25,PyLaTeX - A Python library for creating LaTeX files,new,open,
0009478,Scribus,Helge Blischke,avox,normal,feature,always,1.3.8,Fonts,2010-11-08,Mac OS X  (Leopard),10.5.8,Intel Mac,public,2015-05-25,Weird TT font subsetting,assigned,open,
0013083,Scribus,Kunda,,normal,minor,have not tried,1.5.1svn,Undo/Redo,2015-05-25,OSX,10.9.5,Mac,public,2015-05-25,Undo/Redo doesn't restore OSG/3d Annotations correctly,new,open,
0009758,Scribus,malex,malex,normal,major,always,1.4.0svn,Build System,2011-02-18,Linux,2.6,i386,public,2015-05-24,error linking meshdistortion plugin with binutils-gold on debian,assigned,open,
0012183,Scribus,JLuc,,normal,minor,always,1.5.0svn,Import / Export,2014-04-02,,,,public,2015-05-19,No message for warnings when importing PDF,new,open,
0005354,Scribus,mkoren,,normal,feature,always,1.3,Text Frames / Story Editor,2007-02-18,any,any,any,public,2015-05-16,set linespacing relative to automatic value from font,new,open,
0004928,Scribus,PLucAuclair,,normal,feature,always,,Text Frames / Story Editor,2006-12-20,,,,public,2015-05-16,Set line-height as relative measure from text-height,new,open,
0004844,Scribus,louisdesjardins,,normal,feature,always,1.3.4cvs,Styles,2006-12-17,,,Ubuntu,public,2015-05-16,Being able to set automatic linespacing as typesize value + IntegerNb,new,open,
0009899,Scribus,gpittman,,normal,minor,always,1.4.0svn,Shape Drawing,2011-04-01,,,,public,2015-05-15,application of colors and transparency errors with gradients,new,open,
0001815,Scribus,TomK32,,normal,feature,always,1.3,Usability,2005-03-25,all,all,all,public,2015-05-10,Textframe Chain: popup asking whether all frames should be deleted,acknowledged,open,
0008430,Scribus,N7DR,,normal,feature,always,1.3.5,Usability,2009-09-14,Linux,,64-bit,public,2015-05-08,Provide detailed feedback as to what's wrong when crashing when opening document,new,open,
0003853,Scribus,PLucAuclair,fschmid,normal,feature,always,,General,2006-05-22,,,,public,2015-05-04,Ability to import/paste over or under a selected object,assigned,open,
0002169,Scribus,TomK32,,normal,tweak,always,,Text Frames / Story Editor,2005-07-01,MacOSX,10.4 Tiger,MacOSX,public,2015-05-01,Long pauses with new non-modal story editor when working with large amounts of text,confirmed,open,
0002343,Scribus,jo-hannes,cbradney,normal,feature,always,,Text Frames / Story Editor,2005-08-01,,,,public,2015-04-30,[PATCH] inconsistent handling of locked status with changing text,assigned,open,
0003918,Scribus,jo-hannes,,normal,feature,always,1.6 milestone,Text Frames / Story Editor,2006-06-16,,,,public,2015-04-29,allow block selection,acknowledged,open,
0004847,Scribus,christoph_s,,normal,tweak,always,1.3.4cvs,Import / Export,2006-12-18,Linux,SuSE 10.1,x86,public,2015-04-29,"Add OOo templates to the list of imported file types (ott, otg, stw, stg ...)",new,open,
0006542,Scribus,twoy,,normal,feature,N/A,1.3.3.9cvs,Plug-ins,2007-12-01,all,all,all,public,2015-04-28,feature request - import events from ical calender files in calendar plugin,new,open,
0013015,Scribus,FirasH,,normal,minor,always,1.5.0svn,Undo/Redo,2015-04-15,openSUSE,13.2,x86_64,public,2015-04-15,Undo/Redo is not able to restore text changed after copying a page,confirmed,open,
0012944,Scribus,kerppu,,high,feature,always,1.4.5,Import / Export,2015-03-06,,,,public,2015-04-15,Unable to import/export high-res lineart,new,open,
0004892,Scribus,lorbas,,normal,minor,always,1.3.3.6,Fonts,2006-12-19,XP Prof ,Servicepack 2,Windows ,public,2015-04-13,not all fonts shown up in dropdown list of storyeditor,new,open,
0004882,Scribus,cbradney,,normal,feature,always,,Usability,2006-12-18,,,,public,2015-04-09,"Preflight Verifier: Implement name comparison checking for master pages, used images, etc",acknowledged,open,
0012983,Scribus,thepeter,,normal,feature,have not tried,,Text Frames / Story Editor,2015-04-07,,,,public,2015-04-07,automatic text tracking script,new,open,
0001394,Scribus,KnX,,normal,feature,N/A,1.3.0cvs,Text Frames / Story Editor,2004-12-15,GNU/Linux,,x86,public,2015-04-06,XML based editing,acknowledged,open,
0012510,Scribus,JLuc,,normal,minor,have not tried,1.5.0svn,Import / Export,2014-07-10,,,,public,2015-04-04,Keep SLA and PDF sync,new,open,
0012656,Scribus,grol,,normal,feature,N/A,,Scripter,2014-09-04,all,all,all,public,2015-04-03,QML support for building layouts.,new,won't fix,
0011649,Scribus,JLuc,,normal,minor,have not tried,1.5.0svn,Graphics / Image Frames,2013-07-08,,,,public,2015-04-02,"Feature : align / center, horizontaly / verticaly, image in frame",new,open,
0012959,Scribus,ale,,normal,feature,N/A,1.5.0svn,User Interface,2015-03-17,,,,public,2015-03-17,remove the text distance markers from the ruler,new,open,
0012958,Scribus,ale,,normal,feature,N/A,1.5.0svn,User Interface,2015-03-17,,,,public,2015-03-17,"tabulator dialog from the text tab, columns & text distances sub-tab, should also manage indents",new,open,
0001321,Scribus,mcornils,,normal,feature,always,1.3,Import / Export,2004-11-17,,,,public,2015-03-10,Individual DPI settings,confirmed,open,
0001123,Scribus,packetbell,,normal,feature,N/A,1.3,Printing,2004-09-19,,,,public,2015-03-04,Save printer settings,acknowledged,open,
0001898,Scribus,ringerc,,normal,feature,always,1.3.1cvs,Import / Export,2005-04-21,Fedora Core,3,x86 Linux,public,2015-03-04,"Support saving, loading, and verifying sets of PDF settings",acknowledged,open,
0004187,Scribus,user715,jghali,normal,tweak,always,1.3.3.3,OS-Win32,2006-08-28,Windows,2000/xp,PC,public,2015-03-03,(De)Installer removes files added by user,assigned,open,
0010703,Scribus,jlpoole,,normal,minor,N/A,,Import / Export,2012-05-06,,,,public,2015-03-03,Enhancement Request: Import Graphics via HTTP or URI/URL,new,open,
0006829,Scribus,louisdesjardins,,normal,feature,always,,Import / Export,2008-03-01,,,,public,2015-03-02,"Display resulting file size in the ""Export as Image(s)"" dialog",acknowledged,open,
0012933,Scribus,ale,,normal,minor,have not tried,,User Interface,2015-02-25,,,,public,2015-02-26,"Cleanup the ""File > New"" dialog",new,open,
0002144,Scribus,ringerc,jghali,normal,tweak,always,1.3.1cvs,User Interface,2005-06-28,Fedora Core,3,x86 Linux,public,2015-02-19,PDF dialog needs to be clearer about PDF/X-3,assigned,open,
0001900,Scribus,ringerc,jghali,normal,tweak,always,1.3.1cvs,Internal,2005-04-21,Fedora Core,3,x86 Linux,public,2015-02-19,"Convert PDFOptions, PDF dialog, and related to use enums not magic numbers",assigned,open,
0011564,Scribus,christoph_s,fschmid,normal,minor,always,1.5.0svn,Usability,2013-06-01,Linux,OpenSUSE 12.1,x86_64,public,2015-02-18,Missing gradient functionality,assigned,open,
0009528,Scribus,pygmee,,normal,feature,N/A,,Usability,2010-11-28,Linux,Debian Sid,AMD64,public,2015-02-17,Preflight Verifier: Automatic update of the Preflight Verifier window,new,open,
0012882,Scribus,JLuc,,normal,minor,have not tried,1.5.0svn,PDF,2015-01-05,,,,public,2015-02-17,Preflight Verifier sometimes doesnt check image file exists,new,open,
0011129,Scribus,AlmaTlust,,normal,feature,have not tried,1.5.0svn,Download Manager,2012-10-25,Kubuntu,12.10,KDE 4.9.2,public,2015-02-17,image browser: support for libreoffice openclipart collections,new,open,
0001263,Scribus,dave,subik,normal,feature,N/A,1.3,Download Manager,2004-11-03,,,,public,2015-02-17,OpenClipArt Integration,assigned,open,
0011373,Scribus,christoph_s,,normal,minor,have not tried,1.5.0svn,User Interface,2013-01-15,,,,public,2015-02-17,New menu entries: Resources and PDF Forms,new,open,
0012919,Scribus,Kunda,,normal,minor,have not tried,1.5.0svn,Usability,2015-02-16,,,,public,2015-02-16,"Image Cache in Preferences, does it really work?",new,open,
0012686,Scribus,Kunda,,normal,feature,N/A,,Download Manager,2014-09-12,,,,public,2015-02-16,Opensurfaces - a large database of annotated surfaces,new,open,
0012918,Scribus,Kunda,,normal,feature,have not tried,,General,2015-02-15,,,,public,2015-02-15,Create a Preflight Verifier test .sla page,new,open,
0012915,Scribus,ale,,normal,feature,N/A,,	-,2015-02-13,,,,public,2015-02-13,"pipette: if text frame is active, don't set the color on the background",new,open,
0011943,Scribus,christoph_s,,normal,minor,have not tried,1.5.0svn,Import / Export,2014-01-11,,,,public,2015-02-12,Apple Pages test files,new,open,
0011942,Scribus,christoph_s,,normal,minor,have not tried,1.5.0svn,Import / Export,2014-01-11,,,,public,2015-02-12,MS Visio test files,new,open,
0012206,Scribus,FirasH,,normal,minor,always,1.5.0svn,User Interface,2014-04-08,openSUSE,13.1,x86_64,public,2015-02-11,Bad display of Picture Browser,confirmed,open,
0009469,Scribus,neoarttec,,normal,minor,always,1.5.0svn,Plug-ins,2010-11-04,openSuse,11.3,Intel 32 bit,public,2015-02-11,Picture Browser - Folder Browser - Missing Places,confirmed,open,
0007746,Scribus,OssiLehtinen,,normal,minor,N/A,1.3.5svn,User Interface,2009-01-22,Ubuntu,8.10,Linux,public,2015-02-09,[PATCH] Request+Implementation: Preserve current selection if it is at clicked location,new,open,
0011567,Scribus,GarryP,,none,feature,N/A,1.4.5,Graphics / Image Frames,2013-06-01,OS X,10.6.8,Mac,public,2015-02-02,[Feature Request] Allow user generated dot-dash line patterns of any length,new,open,
0010714,Scribus,GarryP,,none,feature,always,1.4.5,Graphics / Image Frames,2012-05-18,OS X,10.6.8,Mac,public,2015-02-02,Differentiation between default gradient color stops and user added ones,new,open,
0001770,Scribus,plinnell,plinnell,normal,feature,always,1.3.3cvs,Internal,2005-03-08,,,,public,2015-02-02,Preflight Verifier: Design a report for printing with the the new file tester,assigned,open,
0011426,Scribus,larsen,,normal,minor,always,1.4.2,User Interface,2013-02-19,Windows,7,Windows,public,2015-02-02,Preflight Verifier: problems with keys,confirmed,open,
0007563,Scribus,florian,subik,normal,feature,always,1.3.5svn,Graphics / Image Frames,2008-10-24,Linux,openSuSE 10.3,Intel 32-bit,public,2015-02-02,Preflight Verifier: report underfull image frames,assigned,fixed,1.5.0svn
0002414,Scribus,christoph_s,,normal,feature,always,,General,2005-08-11,all,all,all,public,2015-02-02,"Preflight Verifier: Check for ""No style""",acknowledged,open,
0004640,Scribus,christoph_s,,normal,feature,always,1.3,General,2006-11-28,any,any,any,public,2015-02-02,Preflight Verifier: differentiate between PS levels and Other features,new,open,
0002479,Scribus,christoph_s,cezaryece,normal,feature,always,1.3.1cvs,Text Frames / Story Editor,2005-08-24,all,all,all,public,2015-02-02,Preflight Verifier: orphans and widows,assigned,open,
0001155,Scribus,ringerc,,normal,feature,always,1.3.0cvs,Text Frames / Story Editor,2004-09-27,Fedora Core,1,x86 Linux,public,2015-02-01,Support non-breakable text blocks,acknowledged,open,
0012889,Scribus,JLuc,,normal,feature,have not tried,1.5.0svn,PDF,2015-01-09,,,,public,2015-01-09,New : Option to produce PDF without including images,new,open,
0012875,Scribus,georg_m,,normal,feature,N/A,1.4.4,PDF,2015-01-02,,,,public,2015-01-05,"""two page view without scrolling""-option in pdf export",new,open,
0012872,Scribus,FishB8,,normal,feature,always,1.5.0svn,PDF,2015-01-01,,,,public,2015-01-01,Export Digitally Signed PDF,new,open,
0012863,Scribus,JLuc,,normal,minor,have not tried,1.5.0svn,User Interface,2014-12-29,,,,public,2014-12-29,"Application preferences ""Various"" subtab could be avoided",new,open,
0012834,Scribus,christoph_s,cbradney,normal,minor,always,1.4.5.svn,User Interface,2014-11-28,OpenSUSE 64 Bit,13.1,x86_64,public,2014-11-28,Ruler cursor persists even when it's no longer useful,assigned,open,
0012521,Scribus,FirasH,,normal,minor,N/A,1.5.0svn,Styles,2014-07-14,,,,public,2014-11-25,Metabug: Styles (1.5.0.svn),acknowledged,open,
0012822,Scribus,JLuc,,normal,minor,have not tried,1.5.0svn,User Interface,2014-11-19,,,,public,2014-11-19,Hyphen dialog buttons / options,new,open,
0012804,Scribus,cyc.ttn,,normal,minor,always,1.4.4,Scripter,2014-11-04,X,10.10 (Yosemite),Mac,public,2014-11-04,importcsv2table Script fails on certain csv files,new,open,
0012518,Scribus,Kunda,,normal,feature,have not tried,1.5.0svn,Graphics / Image Frames,2014-07-14,,,,public,2014-10-24,[PATCH] Port BAlpha auto-contrast.patch,new,open,
0011370,Scribus,cezaryece,,normal,feature,N/A,1.5.0svn,Styles,2013-01-14,,,,public,2014-10-24,[PATCH] hyphenation control,new,open,
0011063,Scribus,jzeleny,,normal,minor,always,1.4.2.svn,Import / Export,2012-09-05,,,,public,2014-10-24,[PATCH] Support automatic line spacing in gettext plugins,new,open,
0010077,Scribus,StefanM,jghali,normal,feature,always,1.4.0svn,User Interface,2011-06-27,MAC OS X ,Snow Lep,imac,public,2014-10-24,[patch] Add indentation control etc. to Properties Palette,assigned,open,
0009115,Scribus,arvee,,normal,feature,always,1.5.0svn,Scripter,2010-05-20,,,,public,2014-10-24,[PATCH] new get/setUndoEnabled commands for scriptplugin,new,open,
0012682,Scribus,FirasH,,normal,minor,always,1.5.0svn,Undo/Redo,2014-09-11,FreeBSD,10.0,x86_64,public,2014-10-24,Undo/Redo buttons are partly enabled and partly disabled while in Preview Mode,new,open,
0010286,Scribus,ale,jainbasil,normal,feature,N/A,1.5.0svn,Scripter,2011-09-28,,,,public,2014-10-22,scripter: add functions to manage linked text frames,assigned,open,
0007881,Scribus,msjs,,normal,feature,N/A,,Scripter,2009-03-17,XP,1.3.3.12,Main,public,2014-10-22,Duplicate & Multiple Duplicate and also getStyle,new,open,
0010697,Scribus,lyehengfoo,,normal,minor,always,1.4.0,Scripter,2012-04-26,XP,XP,Windows,public,2014-10-22,duplicateObject() does not return anything useful,new,open,
0012779,Scribus,FirasH,,normal,minor,always,1.5.0svn,Undo/Redo,2014-10-18,openSUSE,13.1,x86_64,public,2014-10-18,Undo/Redo does not restore correctly items editing more Master Pages,new,open,
0012765,Scribus,JLuc,,normal,minor,have not tried,1.5.0svn,User Interface,2014-10-11,,,,public,2014-10-11,Search imagefolder dialog title should include searched filename,new,open,
0010133,Scribus,ale,jainbasil,normal,feature,N/A,1.5.0svn,Scripter,2011-07-14,,,,public,2014-10-08,scripter-ng: check if it would be possible to make the scripter access functions defined in plugins...,assigned,open,
0008643,Scribus,flacote,,normal,minor,N/A,,Import / Export,2009-12-14,,,,public,2014-10-08,Ability to apply Character Styles and Inline Objects via Text Filters or  Search/Replace,acknowledged,open,
0012745,Scribus,FirasH,,normal,minor,always,1.5.0svn,Undo/Redo,2014-10-03,openSUSE,13.1,x86_64,public,2014-10-03,"Undo/Redo restores text of more Text Frames removed with ""Clear"" all in a single Text Frame",new,open,
0009272,Scribus,Thaddeus,,normal,minor,always,1.3.8svn,General,2010-07-15,Win2k,Win2k,Intel86x32,public,2014-09-20,Preflight Verifier momentarily reports text overflow when checking script-created frames.,new,open,
0011378,Scribus,christoph_s,cbradney,normal,minor,always,1.5.0,User Interface,2013-01-18,,,,public,2014-09-19,"Move ""Align & Distribute"" to the Item menu",assigned,open,
0003160,Scribus,plinnell,ale,normal,feature,always,1.3,Usability,2006-01-31,any,any,any,public,2014-09-18,Add more status bar tool tips when tools are selected to give hints on usage.,assigned,open,
0010824,Scribus,gpittman,,normal,minor,N/A,1.4.2.svn,User Interface,2012-07-01,,,,public,2014-09-18,there is odd terminology in setting the Zoom Stepping,new,open,
0008808,Scribus,louisdesjardins,,normal,feature,N/A,,Graphics / Image Frames,2010-02-13,n/a,n/a,n/a,public,2014-09-18,"Resolution Warning ""à la Text Overflow Warning"" in Image frames",new,open,
0012701,Scribus,pygmee,,normal,feature,always,1.5.0,Usability,2014-09-17,,,,public,2014-09-17,Add frame type to document outliner,new,open,
0012689,Scribus,flegno,,normal,feature,always,1.4.4,Import / Export,2014-09-14,Windows,7,x86,public,2014-09-16,enable webpage as source for append text,new,open,
0012696,Scribus,pygmee,,normal,feature,always,1.5.0,PDF,2014-09-16,Debian ,wheezy,x86,public,2014-09-16,provide video and audio import,new,open,
0012695,Scribus,pygmee,,normal,feature,always,1.5.0,PDF,2014-09-16,Debian ,wheezy,x86,public,2014-09-16,Provide a simpler way to write text annotations,new,open,
0008039,Scribus,davelab6,,normal,feature,N/A,,User Interface,2009-05-14,,,,public,2014-09-13,3D Color Picker,new,open,
0003999,Scribus,avox,,normal,minor,always,,User Interface,2006-07-10,,,all,public,2014-09-13,CMYK eyedropper,acknowledged,open,
0003171,Scribus,jo-hannes,,normal,feature,always,1.3,	-,2006-02-03,any,any,any,public,2014-09-13,Metabug: Selection improvements,acknowledged,open,
0005797,Scribus,Frank_Cox,,normal,crash,always,1.3.4,Import / Export,2007-05-31,Fedora,6,i386,public,2014-09-13,big text files import crashes Scribus,confirmed,open,
0004024,Scribus,jonah,,normal,minor,always,1.3.3.2cvs,Usability,2006-07-16,Linux and Windows,Dapper 64 & XP,1.3.3.2,public,2014-09-13,"Get Image Preview too slow for production machines, for magazine/publication etc - doesn't handle big tiffs well",confirmed,open,
0006122,Scribus,kukacster_1,ale,normal,minor,always,1.3.4,General,2007-08-19,sidux,gaia,linux,public,2014-09-13,I prefer colour wheel and sliders than infinite long colour list,assigned,open,
0005967,Scribus,christoph_s,jghali,normal,feature,always,1.4 milestone,General,2007-06-29,any,any,any,public,2014-09-13,Colour management and gamut warning for colour schemes in the colour wheel dialog,assigned,open,
0002389,Scribus,christoph_s,,normal,feature,always,,Text Frames / Story Editor,2005-08-04,all,all,all,public,2014-09-12,Objects anchored to a text frame,new,reopened,
0012661,Scribus,JLuc,,normal,minor,have not tried,1.5.0svn,User Interface,2014-09-05,,,,public,2014-09-09,"Wording for ""pattern"" = ""symbols"" ",new,open,
0012664,Scribus,AliasHannibal,,normal,feature,N/A,,Shape Drawing,2014-09-05,,,,public,2014-09-08,Full page shape/image frame creation button,new,open,
0005140,Scribus,hhielscher,subik,normal,minor,always,1.3.4cvs,User Interface,2007-01-11,Mandriva Linux,Cooker,i586,public,2014-09-06,multiple column guides (regression to 1.3.3.x),acknowledged,won't fix,
0003930,Scribus,snipefighterS2,,normal,feature,always,1.3.3.2cvs,User Interface,2006-06-19,Windows 2000,Service Pack 4,Win32,public,2014-09-01,Automatic scrolling,acknowledged,open,
0010676,Scribus,ale,,normal,minor,N/A,1.5.0svn,Shape Drawing,2012-04-13,,,,public,2014-08-19,editing bezier curves may be impossible on some backgrounds,new,open,
0009551,Scribus,christoph_s,christoph_s,normal,minor,always,,Documentation,2010-12-02,,,,public,2014-08-19,Add the 1.4 file format specification to to the docs,assigned,open,
0011572,Scribus,JLuc,,normal,minor,always,1.5.0svn,Graphics / Image Frames,2013-06-04,,,,public,2014-08-11,Explanation when double click on an image does nothing,new,open,
0012592,Scribus,aliB,,normal,feature,always,,Graphics / Image Frames,2014-08-07,Linux,OpenSuSE 11.2,Dell Inspiron 9400,public,2014-08-08,Load image from screenshot/clipboard,new,open,
0009452,Scribus,neoarttec,,normal,minor,always,1.5.0svn,Plug-ins,2010-10-30,openSuse,11.3,Intel 32 bit,public,2014-07-28,Image Browser - Can not drag and drop images into collection,new,open,
0009451,Scribus,neoarttec,,normal,minor,always,1.5.0svn,Plug-ins,2010-10-30,openSuse,11.3,Intel 32 bit,public,2014-07-28,Image Browser - Can not multiple select images,new,open,
0010573,Scribus,louisdesjardins,,normal,feature,always,1.4.0,Usability,2012-02-08,,,,public,2014-07-27,Guide Manager should allow more choices to apply guides,new,open,
0005802,Scribus,CedricD,jainbasil,normal,feature,always,1.3.3.9cvs,Scripter,2007-05-31,,,,public,2014-07-25,Two more script command would be nice : getObjectType and getTextAlignement,assigned,open,
0002646,Scribus,christoph_s,,normal,feature,always,1.3.2cvs,General,2005-10-02,,,,public,2014-07-21,Mirror master pages,assigned,open,
0012543,Scribus,christoph_s,fschmid,normal,minor,always,1.5.0svn,General,2014-07-20,OpenSUSE 64 Bit,13.1,x86_64,public,2014-07-20,Picture Browser: Tagging selected images is impossible,assigned,open,
0012541,Scribus,christoph_s,fschmid,normal,minor,have not tried,1.5.0svn,General,2014-07-20,OpenSUSE 64 Bit,13.1,x86_64,public,2014-07-20,"Discrepancies between PP and ""Colours and Fills"" dialogue",assigned,open,
0012269,Scribus,Pancho,,normal,minor,always,1.4.3,Text Frames / Story Editor,2014-04-23,,,,public,2014-07-18,Cursor disappears at EOL with optical margin correction,new,open,
0003426,Scribus,jo-hannes,,normal,minor,always,,Internal,2006-03-15,,,,public,2014-07-17,double clicking a sla file when scribus is already opened opens a second instance of scribus,confirmed,fixed,
0012355,Scribus,ale,,normal,minor,always,1.5.0svn,Text Frames / Story Editor,2014-06-07,,,,public,2014-07-14,numbering by creation time and not by position,new,open,
0002753,Scribus,cbradney,,normal,feature,always,1.3,Import / Export,2005-10-21,any,any,any,public,2014-07-10,Provide an option to not change the page size in Page Import,new,open,
0007106,Scribus,JLuc,,normal,feature,always,1.3.3.12,General,2008-06-24,Vista,1.3.3.10svn22/08,PC,public,2014-07-09,missing 3state buttons for selection properties,new,open,
0007017,Scribus,ringerc,,none,minor,N/A,1.3.5svn,Internal,2008-05-11,,,,public,2014-07-09,Metabug: Multiple instance safety / single-instance-per-user support,acknowledged,open,
0012431,Scribus,christoph_s,fschmid,normal,minor,always,1.5.0svn,Graphics / Image Frames,2014-06-25,OpenSUSE 64 Bit,13.1,x86_64,public,2014-07-09,Drop shadows distort transparency effects,assigned,open,
0004181,Scribus,axelb,,normal,feature,always,1.3.3.3,Usability,2006-08-26,,,,public,2014-07-05,Wish for improved page viewing,new,open,
0002186,Scribus,bbodo,,normal,feature,N/A,,General,2005-07-03,,,,public,2014-07-05,Arrange pages individually,acknowledged,open,
0007604,Scribus,henryhartley,subik,normal,feature,N/A,,Scripter,2008-11-11,,,,public,2014-07-03,New Scripter Dialog Request,assigned,open,
0001398,Scribus,ringerc,jghali,normal,feature,always,1.3,Import / Export,2004-12-16,Fedora Core,1,x86 Linux,public,2014-07-03,Improve memory efficiency of raster image export,assigned,open,
0004938,Scribus,christoph_s,subik,normal,minor,always,1.3.4cvs,Usability,2006-12-20,Linux,SuSE 10.1,x86,public,2014-07-03,Guides are applied even if guide manager is closed,assigned,open,
0011092,Scribus,JLuc,,normal,minor,have not tried,,Shape Drawing,2012-09-23,,,,public,2014-07-02,"Default ""habillage"" mode  in preference",new,open,
0012452,Scribus,christoph_s,,normal,minor,always,1.5.0svn,User Interface,2014-06-29,OpenSUSE 64 Bit,13.1,x86_64,public,2014-06-29,Disable gradient stop adding for imported gradients and/or make the gradient handling more intuitive,new,open,
0012281,Scribus,ale,,normal,feature,N/A,1.5.0,Text Frames / Story Editor,2014-04-25,,,,public,2014-06-26,text tab should be available when selecting multiple text frames,new,open,
0007665,Scribus,aliB,,normal,feature,always,1.3.5svn,Usability,2008-12-17,SuSE,10.3,Dell Inspiron 9400,public,2014-06-26,It should be possible to change properties of multiple items at once,new,open,
0012437,Scribus,ale,,normal,feature,N/A,1.5.0svn,User Interface,2014-06-26,,,,public,2014-06-26,only one toolbar button for lines,new,open,
0012435,Scribus,ale,,normal,feature,N/A,1.5.0svn,User Interface,2014-06-26,,,,public,2014-06-26,basepoint: setting or item property?,new,open,
0012353,Scribus,FirasH,,normal,feature,always,1.5.0svn,User Interface,2014-06-07,openSUSE,13.1,x86_64,public,2014-06-07,"""Use Tabs for Documents"" only when 2+ documents are opened",new,open,
0009150,Scribus,subeditor,,normal,feature,always,1.3.8svn,Styles,2010-06-09,Ubuntu,10.04,"PC AMD64 X2, Ati Radeon 3200",public,2014-06-04,No First line offset in Styles,new,open,
0012338,Scribus,ale,,normal,minor,N/A,1.5.0svn,Text Frames / Story Editor,2014-05-31,,,,public,2014-05-31,"too many options for  ""Insert false text"" (lorem ipsum)? we only need add...",new,open,
0012301,Scribus,FirasH,fschmid,normal,minor,always,1.5.0svn,Usability,2014-05-11,openSUSE,13.1,x86_64,public,2014-05-12,More intuitive spiral editing,assigned,open,
0012293,Scribus,JLuc,,normal,minor,have not tried,1.5.0svn,Color Management,2014-05-02,,,,public,2014-05-11,Exporting to CMYK JPEG,new,open,
0011330,Scribus,JLuc,plinnell,normal,minor,have not tried,,Typography,2013-01-04,,,,public,2014-04-27,new short words / non breaking spaces / for french langage,assigned,open,
0012256,Scribus,JLuc,,normal,minor,have not tried,1.5.0svn,User Interface,2014-04-22,,,,public,2014-04-22,Import style dialog displays character styles list first,new,open,
0012233,Scribus,rbastide,,normal,feature,N/A,1.4.3,Styles,2014-04-20,,,,public,2014-04-20,More paragraphe options in styles or box styles,new,open,
0004686,Scribus,hhielscher,avox,normal,feature,always,1.3.4cvs,Text Frames / Story Editor,2006-12-01,Mandriva Linux,Cooker,i586,public,2014-04-07,text layout should take hyphenation and punctuation into account,assigned,open,
0002905,Scribus,John MacPhail,,normal,feature,always,1.3,Text Frames / Story Editor,2005-12-08,All,All,All,public,2014-04-07,"Paragraph styles should have a ""keep with next"" property.",acknowledged,open,
0012196,Scribus,christoph_s,,normal,minor,always,1.4.4.svn,Import / Export,2014-04-05,OpenSUSE 64 Bit,13.1,x86_64,public,2014-04-05,Sequential loading of multi-page image,new,open,
0012103,Scribus,christoph_s,cbradney,normal,minor,always,1.4.3,Usability,2014-02-28,OpenSUSE 64 Bit,13.1,x86_64,public,2014-02-28,"Make ""Scale Image to Frame Size"" the default for image frames",assigned,open,
0012059,Scribus,antondubinin,,high,minor,always,,Printing,2014-02-10,Debian,testing,i386,public,2014-02-10,alising if cms is on,new,open,
0012057,Scribus,JLuc,,normal,feature,have not tried,1.5.0svn,Import / Export,2014-02-09,,,,public,2014-02-09,Option to not export images in PDF,new,open,
0005099,Scribus,mkoren,,normal,feature,always,1.3,General,2007-01-06,any,any,any,public,2014-02-09,additional bounding box options for text flow around,new,open,
0012049,Scribus,christoph_s,,normal,minor,always,1.5.0,Import / Export,2014-02-08,OpenSUSE 64 Bit,13.1,x86_64,public,2014-02-08,XCF import working better in 1.4.3 than in 1.5.0svn,new,open,
0012017,Scribus,JLuc,,normal,minor,have not tried,1.5.0svn,User Interface,2014-01-27,Ubuntu 13.10,,,public,2014-01-27,"""Paste frame style"" tool triggers unknown operation tool",new,open,
0006151,Scribus,Werner,,normal,minor,always,1.3.4,Printing,2007-08-25,Win XP,,PC,public,2014-01-22,printer is unaware of page format,new,open,
0004413,Scribus,mhanski,,normal,feature,N/A,,General,2006-10-14,,,,public,2014-01-15,Metabug: Colors,acknowledged,open,
0011703,Scribus,echoz,cezaryece,high,feature,N/A,1.4.2,Typography,2013-08-09,32-bit Ubuntu Linux,12.04 LTS ,Intel® Core™2 Duo CPU T5750 @ 2.,public,2014-01-13,"Please, some leading and paragraph alignment for typography's sake.",assigned,open,
0011899,Scribus,christoph_s,fschmid,normal,minor,always,1.5.0svn,Import / Export,2013-12-23,OpenSUSE 64 Bit,13.1,x86_64,public,2013-12-23,Wrong import of XAR file,assigned,open,
0011893,Scribus,stefanb,,normal,feature,always,1.4.3.svn,Scripter,2013-12-17,,,any,public,2013-12-17,No way to change overprinting mode from script,new,open,
0011890,Scribus,christoph_s,fschmid,normal,minor,always,1.5.0svn,Import / Export,2013-12-15,OpenSUSE 64 Bit,13.1,x86_64,public,2013-12-15,Incorrect import of XAR files and inaccessibility of content,assigned,open,
0011889,Scribus,christoph_s,fschmid,normal,minor,always,1.5.0svn,Import / Export,2013-12-15,OpenSUSE 64 Bit,13.1,x86_64,public,2013-12-15,Layers in CGM files are ignored during import/opening,assigned,open,
0011867,Scribus,christoph_s,,normal,feature,always,1.5.0svn,Import / Export,2013-12-04,OpenSUSE 64 Bit,13.1,x86_64,public,2013-12-07,Enable linking image frames for multi-page formats,new,open,
